Year,Site,Database_Name,OID_,Latitude,Longitude,County,Park_Size_Ha,AA_N,HL_N,IS_N,Total_N,M_Dragged,Tested,DIN_Bburg,DIN_Babesia,DIN_Ap,Occu_Predicted_ModelAverage,Occu_Predicted_Connectivity,Connect300v1_ParkBuffer1000,HU_Density_Km_Park1000,HU_Density_Km_Park500,HU_Density_Km_Park100,PCT_TCC_PARK_BUFFER1000,PCT_TCC_PARK_BUFFER500,PCT_TCC_PARK_BUFFER100,Prop_Water_ParkBuffer1000,Prop_Water_ParkBuffer500,Prop_Water_ParkBuffer100,Prop_BarrenLand_ParkBuffer1000,Prop_BarrenLand_ParkBuffer500,Prop_BarrenLand_ParkBuffer100,PCT_Impervious_Park1000,PCT_Impervious_Park500,PCT_Impervious_Park100,Road_Density_km_ParkBuffer100,Road_Density_km_ParkBuffer500,Road_Density_km_ParkBuffer1000,PCT_TCC_PARK,Predicted_Connectivity_Water,Predicted_cit,Occu_Predicted_TCC,Occu_Predicted_Impervious
2023,Forest Park I,Forest Park,3,40.70383,-73.85069,Queens,197.42,0,1,1,2,600,1,1,0,0,0.002438492,0.018125918,8.121475807,1163.681846,900.9433166,453.6494887,2.06E+01,30.66568653,55.86831153,0.001485583,0,0,6.75E-05,0.00012784,2.97E-04,59.97643325,50.24303247,25.49108205,5242.022357,7559.57823,72989.8979,49.52,0,0.01,0,0.01
2023,Forest Park II,Forest Park,3,40.70791,-73.83994,Queens,197.42,0,1,0,1,1600,0,0,0,0,0.002438492,0.018125918,8.121475807,1163.681846,900.9433166,453.6494887,2.06E+01,30.66568653,55.86831153,0.001485583,0,0,6.75E-05,0.00012784,2.97E-04,59.97643325,50.24303247,25.49108205,5242.022357,7559.57823,72989.8979,49.52,0,0.01,0,0.01
2023,Fox Hollow Preserve,Fox Hollow Preserve,4,40.84864,-73.48527,Nassau,10.71,2,1,163,166,1600,100,19.56,9.78,3.26,0.999954527,1,263.2529117,56.43245778,43.18741336,47.65925168,68.23542117,71.40401146,80.73954984,0.002159827,0,0,0,0,0,6.24268604,6.318051576,3.421221865,1919.573351,3801.57583,31787.224,89.38,1,1,1,1
2023,Froehlich Farm Nature Preserve,Froehlich County Farm,5,40.83893,-73.43496,Suffolk,150.63,47,1,164,212,1600,50,49.2,19.68,3.28,0.995451257,0.999999999,139.781493,86.70940474,80.25480313,83.43225828,52.11906824,52.93662929,56.12888016,0.008486318,0.00118926,0.00078585,0.00103914,0.00203874,0.00471513,17.67466228,15.43510024,11.27308448,4547.389962,5971.61171,95058.3582,59.41,1,0.99,0.99,0.99
2023,Highland Park,Highland Park,3,40.68715,-73.88415,Queens,41.84,0,0,2,2,1100,2,0,0,0,0.102307803,0.176823195,20.61023464,4915.966627,5174.526779,3863.210517,31.42434857,39.03718066,52.26197458,0.008799658,0.02258212,0.09677419,0.00059804,0.00159672,6.84E-03,41.67757369,32.77531934,21.83479961,14104.49754,18741.4561,456688.306,60.9,0.04,0.27,0.23,0.41
2023,Horatio Playground,Alley Pond Park,3,40.759,-73.75442,Queens,268.59,1,3,5,9,1600,2,0,0,0,0.374042215,0.044277852,12.80399833,1756.779112,1558.307353,761.8745454,27.89178781,32.66279505,46.1075784,0.041874593,0.07203072,0.16049652,0,0,0,51.19358863,46.42066317,31.11977352,11695.96398,14702.4349,62829.8179,59.49,0.49,0.07,0.09,0.06
2023,Kissena Park,Kissena Park,3,40.74522,-73.80792,Queens,100.06,0,0,1,1,1600,1,0,0,0,0.002463222,0.003797392,6.999765589,726.7885296,704.0338429,557.9083959,14.51101928,20.11078652,33.06469166,0.00614537,0.01303371,0.03506651,0,0,0,62.62619199,52.06179775,30.3688029,10462.26646,13669.63,309989.834,42.19,0,0,0,0
2023,Muttontown Preserve,Muttontown County Preserve,4,40.826683,-73.536654,Nassau,211.18,0,1,957,958,1500,100,325.38,267.96,57.42,0.999888155,1,174.378717,3701.671339,3015.914508,1241.514375,60.30287977,65.61160546,73.46405413,0.002148084,0.00401053,0.00902171,0.00013426,0.00025066,2.82E-04,10.05866953,8.352801103,4.233154779,12692.32589,14887.4053,70936.3018,77.91,1,1,1,1
2023,North Alley Pond Park,Alley Pond Park,3,40.759151,-73.74491,Queens,268.59,0,0,3,3,800,NA,NA,NA,NA,0.374042215,0.044277852,12.80399833,1756.779112,1558.307353,761.8745454,27.89178781,32.66279505,46.1075784,0.041874593,0.07203072,0.16049652,0,0,0,51.19358863,46.42066317,31.11977352,11695.96398,14702.4349,62829.8179,59.49,0.49,0.07,0.09,0.06
2023,Old Westbury Gardens,Old Westbury Gardens,4,40.778284,-73.597838,Nassau,89.62,0,1,91,92,1600,50,34.58,0,0,0.992986119,0.995794064,56.2585682,1842.694336,2027.629855,1585.662459,43.60727309,47.16145181,53.44648318,0.001872475,0.00166875,0.00489297,0,0,0,20.63388194,16.81602003,9.294189602,4676.412051,12775.8951,159056.784,54.53,1,0.97,0.94,0.99
2023,Prospect Park II,Prospect Park,2,40.65692,-73.97167,Brooklyn,166.91,1,0,3,4,1600,3,0,0,0,0.002888468,0.020098495,8.657407468,59.90686678,55.72499665,58.39494096,18.56891799,24.02855943,40.82039163,0.01268091,0.0250595,0.05773126,0.00372157,0.00741985,0.01789332,63.55796003,55.15805684,26.8298447,2982.877188,3041.58198,86515.1523,63,0,0.01,0.01,0
2023,Stillwell Woods Park,Stillwell Woods County Park,4,40.837222,-73.465772,Nassau,131.73,2,1,139,142,1600,100,33.36,16.68,6.95,0.99979287,0.999999986,120.6203692,1077.143847,819.6254467,468.8101702,58.99054661,59.72505712,66.13801337,0.007862224,0,0,0,0,0,14.25093598,13.44592536,4.915472779,7757.07057,14117.8427,153124.654,66.04,1,1,1,1
2023,SUNY Old Westbury,SUNY Old Westbury,4,40.79468,-73.56864,Nassau,42.11,1,0,168,169,1600,100,40.32,10.08,8.4,0.997738693,0.999892813,74.95425034,4596.548344,2949.295496,916.2378249,46.85583456,55.9193314,76.15889029,0.002067947,0.00508721,0,0,0,0,13.40827179,13.13735465,9.447667087,8849.755748,13293.8448,82197.6285,85.77,1,0.99,0.98,1
